;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
2496;Ano: 2019 Banca: VUNESP Órgão: TJ-RO Prova: VUNESP - 2019 - TJ-RO - Juiz de Direito Substituto;Tício foi preso em flagrante por ter praticado o crime de descumprimento de medida protetiva de urgência (apenado com detenção de 3 meses a 2 anos), em razão de ter ido à casa da ex-mulher, violando a medida protetiva anteriormente imposta por Juízo Cível. A Autoridade Policial arbitrou fiança e, uma vez paga, Tício foi posto em liberdade. Intimado posteriormente para prestar depoimento, Tício não comparece, razão pela qual a Autoridade Policial considerou quebrada a fiança, determinando a imediata prisão. Tendo em conta a situação hipotética, assinale a alternativa correta.;"Alternativas
A
É correta a concessão de fiança pela Autoridade Policial. Contudo, somente a Autoridade Judicial poderia decidir pela prisão, em vista do quebramento da fiança.
B
É errada a concessão de fiança a Tício, pois somente a Autoridade Judicial pode conceder fiança em crime de descumprimento de medida protetiva.
C

É errada a concessão de fiança a Tício, pois o crime de descumprimento de medida protetiva é inafiançável.

D
É correta a concessão de fiança pela Autoridade Policial, já que se trata de crime apenado com privativa de liberdade máxima inferior a 4 anos.
E
São corretas tanto a concessão de fiança quanto a posterior decretação de prisão pela Autoridade Policial, em decorrência do quebramento da fiança.";2019;VUNESP;TJ-RO ; VUNESP - 2019 - TJ-RO - Juiz de Direito Substituto;;;;;;;;;Juiz de Direito Substituto;0.0;0.0
2499;Ano: 2019 Banca: VUNESP Órgão: ESEF - SP Prova: VUNESP - 2019 - ESEF - SP - Procurador Jurídico;O marido de Cláudia pratica condutas que lhe causam diminuição da autoestima e que visam causar humilhação, manipulação e ridicularização. O companheiro de Regina pratica condutas que ofendem a sua integridade e saúde corporal. A namorada de Silvana pratica condutas que configuram destruição total de seus objetos e documentos pessoais. A respeito das situações hipotéticas apresentadas, assinale a alternativa que representa, respectivamente, as formas de violência a que Cláudia, Regina e Silvana estão submetidas.;"Alternativas
A
Moral, física e patrimonial.
B
Moral, sexual e não configura violência, considerando que os atos são praticados por mulher.
C
Psicológica, sexual e patrimonial.
D
Física, física e não configura violência, considerando que os atos são praticados por mulher.
E
Psicológica, física e patrimonial.";2019;VUNESP;ESEF - SP ; VUNESP - 2019 - ESEF - SP - Procurador Jurídico;;;;;;;;;Procurador Jurídico;0.0;0.0
2502;Ano: 2019 Banca: Quadrix Órgão: Prefeitura de Jataí - GO Prova: Quadrix - 2019 - Prefeitura de Jataí - GO - Assistente Social;"Maria Luíza é assistente social de um Núcleo de Atendimento à Mulher, órgão municipal que atende e orienta mulheres vítimas de violência doméstica.
Com base nesse caso hipotético, assinale a alternativa que apresenta uma prática profissional compatível com os princípios e as diretrizes previstos na Lei Maria da Penha.";"Alternativas
A
Ao explicar sobre o que é a Lei Maria da Penha para a usuária, Maria Luíza informa que é uma Lei que possui como objetivo principal a responsabilização e a punição do autor de violência doméstica contra a mulher.
B
Maria Luíza informa para a usuária que, na Lei Maria da Penha, estão previstas as medidas protetivas de urgência que deverão ser aplicadas ao autor da violência doméstica e as medidas protetivas de urgência que serão aplicadas às mulheres que sofreram a violência, cada qual com suas especificidades.

C
No atendimento prestado à usuária, Maria Luíza informa que a Lei Maria da Penha trata de toda e qualquer violência contra a mulher.
D
No atendimento a uma mulher que sofreu violência física e injúria por parte do companheiro, a usuária manifestou o interesse em retirar a queixa que teria sido realizada na delegacia há uma semana. Maria Luíza informou que, para retirar a queixa, bastava a mulher se dirigir à delegacia onde realizou a ocorrência e prestar declaração, manifestando seu desejo de que a representação seja retirada.
E
Ao exemplificar as formas de responsabilização do autor de violência doméstica aplicadas pela justiça, Maria Luíza elencou o pagamento de cestas básicas e a prestação pecuniária.";2019;Quadrix;Prefeitura de Jataí - GO ; Quadrix - 2019 - Prefeitura de Jataí - GO - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
2505;Ano: 2016 Banca: IDECAN Órgão: Prefeitura de Damianópolis - GO Provas: IDECAN - 2016 - Prefeitura de Damianópolis - GO - Assistente Social ;"A Lei Maria da Penha faz 10 anos

Houve muitos avanços, mas a violência doméstica ainda é uma ameaça.

“Nos três primeiros meses deste ano, foram 200 denúncias por dia. A delegacia é a porta de entrada para quem decide denunciar a agressão. Lugar onde o inquérito vai ser instaurado e a medida protetiva solicitada à Justiça para que o agressor seja afastado e tenha que manter distância da vítima. Mas, muitas vezes, há outros caminhos que a mulher precisa percorrer até conseguir toda a proteção e atendimento de que ela precisa depois da agressão.”

(Disponível em: http://g1.globo.com/bom-dia-brasil/noticia/2016/08/lei-maria-da-penha-faz-10-anos-mas-violenciadomestica-ainda-e-ameaca.html. Adaptado.)

Sobre essa lei, analise as afirmativas a seguir.

I. Foi criada para combater a violência doméstica e familiar; impõe punição dos agressores com maior rigor.

II. Configura violência contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual, entre outros.

III. Com essa lei, a violência contra a mulher passa a ser interpretada como um problema individual e extingue-se, assim, a chamada “cultura do estupro”.

IV. Durante séculos, esse tipo de agressão (violência doméstica) nem sempre foi considerada uma violência pela sociedade brasileira, sendo vista por muitos como “problemas de família”.

Estão corretas as afirmativas";"Alternativas
A
I, II, III e IV.
B
I e II, apenas.
C
III e IV, apenas.
D
I, II e IV, apenas.";2016;IDECAN;Prefeitura de Damianópolis - GO ; IDECAN - 2016 - Prefeitura de Damianópolis - GO - Assistente Social ;;;;;;;;;Assistente Social;1.0;0.0
2508;Ano: 2017 Banca: IDECAN Órgão: Prefeitura de Tenente Ananias - RN Prova: IDECAN - 2017 - Prefeitura de Tenente Ananias - RN - Guarda Municipal;De acordo com a Lei Federal nº 11.340, de 7 de agosto de 2006 – Lei Maria da Penha, para os processos cíveis regidos pela referida lei, é competente, por opção da ofendida, o Juizado de Violência Doméstica e Familiar contra a Mulher, EXCETO:;"Alternativas
A
Do domicílio do agressor.
B
Do domicílio ou residência da ofendida.
C
Do lugar do fato em que se baseou a demanda.
D
De residência dos filhos da agredida, quando com ela não residirem.";2017;IDECAN;Prefeitura de Tenente Ananias - RN ; IDECAN - 2017 - Prefeitura de Tenente Ananias - RN - Guarda Municipal;;;;;;;;;Guarda Municipal;0.0;0.0
2511;Ano: 2019 Banca: FCC Órgão: DPE-AM Prova: FCC - 2019 - DPE-AM - Analista Jurídico de Defensoria - Ciências Jurídicas;Na definição da competência territorial para os processos cíveis regidos pela Lei Maria da Penha (Lei nº 11.340/2006), tal como nela expressamente previsto,;"Alternativas
A
deve-se observar, com prioridade sobre os demais, o critério do local de acolhimento da ofendida.
B
prevalece o critério do local do fato em que se baseou a demanda.
C
segue-se a regra do domicílio do réu, salvo previsão legal expressa em contrário.
D
fica a critério da ofendida optar entre o Juizado do local do seu domicílio ou residência, o do domicílio do ofensor ou o do local dos fatos.
E
observam-se, por conexão, as regras do Código de Processo Penal sempre que o fato gerador da demanda resultar em processo criminal.";2019;FCC;DPE-AM ; FCC - 2019 - DPE-AM - Analista Jurídico de Defensoria - Ciências Jurídicas;;;;;;;;;Analista Jurídico de Defensoria Ciências Jurídicas;0.0;0.0
2514;Ano: 2015 Banca: FEPESE Órgão: Prefeitura de Tijucas - SC Prova: FEPESE - 2015 - Prefeitura de Tijucas - SC - Assistente Social;"A violência contra a mulher apresenta relevância para o poder público no Brasil, a partir de conquistas do movimento feminista, como a criação das Delegacias de Polícia Especializadas de Atendimento à Mulher (DEAM) e a Lei Maria da Penha, Lei n° 11. 340, aprovada em 2006, que cria mecanismos para coibir a violência doméstica e familiar contra a mulher, entre outras providências.

Conforme o artigo 5° da Lei Maria da Penha, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial:




1. As relações pessoais enunciadas neste artigo dependem de orientação sexual. 2. No âmbito da unidade doméstica, compreendida como o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, inclusive as esporadicamente agregadas.

3. Em qualquer relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida, independentemente de coabitação.

4. No âmbito da família, compreendida como a comunidade formada por indivíduos que são ou se consideram aparentados, unidos por laços naturais, por afinidade ou por vontade expressa.




Assinale a alternativa que indica todas as afirmativas corretas.";"Alternativas
A
São corretas apenas as afirmativas 3 e 4.
B
São corretas apenas as afirmativas 1, 2 e 3.
C
São corretas apenas as afirmativas 1, 3 e 4.
D
São corretas apenas as afirmativas 2, 3 e 4.
E
São corretas as afirmativas 1, 2, 3 e 4.";2015;FEPESE;Prefeitura de Tijucas - SC ; FEPESE - 2015 - Prefeitura de Tijucas - SC - Assistente Social;['artir de conquistas do', 'artigo 5', 'artigo dependem de orientação sexual', 'artir', 'artigo 5', 'artigo dependem'];;['artir de conquistas do', 'artigo 5', 'artigo dependem de orientação sexual', 'artir', 'artigo 5', 'artigo dependem'];['5'];;;;;Assistente Social;1.0;1.0
2517;Ano: 2019 Banca: VUNESP Órgão: Prefeitura da Estância Turística de Guaratinguetá Prova: VUNESP - 2019 - Prefeitura da Estância Turística de Guaratinguetá - Escrituário;"O presidente da República, segundo o Portal do Senado Federal, vetou (em 05.09.2019) “a criminalização da exposição, por fotos ou filmes, de presos ou investigados com o objetivo de expor a pessoa ao vexame"". (Senado Federal. Disponível em https://bit.ly/2kbyOOA. Acesso em 09.09.2019. Adaptado)
O veto presidencial desse ponto foi feito em texto da Lei";"Alternativas
A
de Abuso de Autoridade.
B
de Combate da Violência contra a Mulher.
C
Maria da Penha.
D
da Tortura.
E
que institui o Estatuto da Igualdade Racial.";2019;VUNESP;Prefeitura da Estância Turística de Guaratinguetá ; VUNESP - 2019 - Prefeitura da Estância Turística de Guaratinguetá - Escrituário;;;;;;;;;Escrituário;0.0;0.0
2520;Ano: 2020 Banca: IBFC Órgão: SAEB-BA Prova: IBFC - 2020 - SAEB-BA - Soldado;“O Supremo Tribunal Federal (STF) determinou na quinta-feira, 13 de junho de 2019, que a discriminação por orientação sexual e identidade de gênero passe a ser considerada um crime, [...] por 8 votos a 3, os ministros determinaram que a conduta passe a ser punida pela _____” (BBC, 2019). Assinale a alternativa que preencha corretamente a lacuna.;"Alternativas
A
Lei dos Crimes Hediondos
B
Lei Maria da Penha
C
Lei de Execução Penal
D
Lei de Racismo (define os crimes resultantes de preconceito de raça ou de cor)
E
Lei Menino Bernardo";2020;IBFC;SAEB-BA ; IBFC - 2020 - SAEB-BA - Soldado;;;;;;;;;Soldado;0.0;0.0
2523;Ano: 2020 Banca: CESPE / CEBRASPE Órgão: MPE-CE Prova: CESPE - 2020 - MPE-CE - Promotor de Justiça de Entrância Inicial;Aos crimes praticados com violência doméstica e familiar contra a mulher, admite-se;"Alternativas
A
transação penal.
B
pena de prestação pecuniária.
C
suspensão condicional da pena.
D
suspensão condicional do processo.
E
pagamento isolado de pena de multa.";2020;CESPE;MPE-CE ; CESPE - 2020 - MPE-CE - Promotor de Justiça de Entrância Inicial;;;;;;;;;Promotor de Justiça de Entrância Inicial;0.0;0.0
2526;Ano: 2020 Banca: CESPE / CEBRASPE Órgão: MPE-CE Prova: CESPE - 2020 - MPE-CE - Promotor de Justiça de Entrância Inicial;Conforme a Lei Maria da Penha, caracteriza forma específica de violência doméstica e familiar contra a mulher;"Alternativas
A
a retenção de seus documentos pessoais, o que constitui violência patrimonial.

B
conduta que a impeça de usar método contraceptivo, o que constitui violência moral.
C
a destruição de seus objetos e instrumentos de trabalho, o que constitui violência física.
D
conduta que limite o exercício de seus direitos sexuais, o que constitui violência psicológica.
E
conduta que a faça participar de relação sexual não desejada, mediante intimidação ou ameaça, o que constitui violência moral.";2020;CESPE;MPE-CE ; CESPE - 2020 - MPE-CE - Promotor de Justiça de Entrância Inicial;;;;;;;;;Promotor de Justiça de Entrância Inicial;0.0;0.0
2529;Ano: 2020 Banca: CESPE / CEBRASPE Órgão: MPE-CE Prova: CESPE - 2020 - MPE-CE - Técnico Ministerial;"A partir dessa situação hipotética, julgue o item a seguir.




A competência para julgar Tales será de um dos juizados de violência doméstica e familiar contra a mulher da comarca de Fortaleza.
";"Alternativas
Certo
Errado";2020;CESPE;MPE-CE ; CESPE - 2020 - MPE-CE - Técnico Ministerial;;;;;;;;;Técnico Ministerial;0.0;0.0
2532;Ano: 2020 Banca: FUNDEP (Gestão de Concursos) Órgão: Prefeitura de Barão de Cocais - MG Prova: FUNDEP (Gestão de Concursos) - 2020 - Prefeitura de Barão de Cocais - MG - Coordenador - CRAS/CREAS;"Constatada a prática de violência doméstica e familiar contra a mulher, nos termos da Lei Federal nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), o juiz poderá aplicar, de imediato, ao agressor, em conjunto ou separadamente, medidas protetivas de urgência, inclusive proibindo determinadas condutas ao agressor, entre as quais excetua-se:
";"Alternativas
A
Frequentação de determinados lugares a fim de preservar a integridade física e psicológica da ofendida.

B
Aproximação da ofendida, de seus familiares e das testemunhas, fixando o limite mínimo de distância entre estes e o agressor.

C
Contato com a ofendida, seus familiares e testemunhas por qualquer meio de comunicação.

D
Restrição do agressor a qualquer evento esportivo ou cultural por 30 dias.
";2020;FUNDEP;Prefeitura de Barão de Cocais - MG ; FUNDEP (Gestão de Concursos) - 2020 - Prefeitura de Barão de Cocais - MG - Coordenador - CRAS/CREAS;;;;;;;;;Coordenador CRASCREAS;0.0;0.0
2535;Ano: 2020 Banca: CESPE / CEBRASPE Órgão: MPE-CE Prova: CESPE / CEBRASPE - 2020 - MPE-CE - Analista Ministerial - Direito;"À luz do entendimento jurisprudencial do STF e do STJ, julgue o item seguinte.




Segundo entendimento do STJ acerca da proteção da Lei Maria da Penha, no caso do crime de ameaça feito por meio de redes sociais na Internet, o juízo competente para o pedido de medidas protetivas será aquele onde a vítima tiver tomado conhecimento das intimidações.
";"Alternativas
Certo
Errado";2020;CESPE;MPE-CE ; CESPE / CEBRASPE - 2020 - MPE-CE - Analista Ministerial - Direito;;;;;;;;;Analista Ministerial Direito;0.0;0.0
2538;Ano: 2018 Banca: VUNESP Órgão: Câmara de São Joaquim da Barra - SP Prova: VUNESP - 2018 - Câmara de São Joaquim da Barra - SP - Procurador Jurídico;A inquirição de mulher em situação de violência doméstica e familiar ou de testemunha de violência doméstica, quando se tratar de crime contra a mulher, deverá obedecer algumas regras, de acordo com a Lei nº 11.340/06. Assinale a alternativa que aponta corretamente uma dessas diretrizes.;"Alternativas
A
Salvaguarda exclusivamente da integridade física da depoente, considerada a sua condição peculiar de pessoa em situação de violência doméstica e familiar.
B
Garantia de que, em nenhuma hipótese, a mulher em situação de violência doméstica e familiar, excetuando-se seus familiares e testemunhas, terá contato direto com investigados ou suspeitos e pessoas a eles relacionados.
C
Não revitimização da depoente, evitando sucessivas inquirições sobre o mesmo fato nos âmbitos criminal, cível e administrativo, bem como questionamentos sobre a vida privada.
D
O depoimento da mulher, nos casos descritos no enunciado, deverá ser intermediado por profissional especializado em violência doméstica e familiar, designado pela autoridade judiciária ou policial.
E
O depoimento será registrado em meio eletrônico ou magnético, não podendo a degravação e a mídia integrar o inquérito, por questões de sigilo e segurança da mulher.";2018;VUNESP;Câmara de São Joaquim da Barra - SP ; VUNESP - 2018 - Câmara de São Joaquim da Barra - SP - Procurador Jurídico;;;;;;;;;Procurador Jurídico;0.0;0.0
2541;Ano: 2019 Banca: GANZAROLI Órgão: Prefeitura de Itapaci - GO Prova: GANZAROLI - 2019 - Prefeitura de Itapaci - GO - Assistente Social;"Em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial adotar, de imediato, os seguintes procedimentos, sem prejuízo daqueles previstos no Código de Processo Penal:




Assinale a alternativa incorreta.";"Alternativas
A
Ordenar a identificação do agressor e fazer juntar aos autos sua folha de antecedentes criminais, indicando a existência de mandado de prisão ou registro de outras ocorrências policiais contra ele.
B
Colher todas as provas que servirem para o esclarecimento do fato e de suas circunstâncias e determinar que se proceda ao exame de corpo de delito da ofendida e requisitar outros exames periciais necessários.
C
Remeter, no prazo de 72 (setenta e duas) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência.
D
Remeter, no prazo legal, os autos do inquérito policial ao juiz e ao Ministério Público.";2019;GANZAROLI;Prefeitura de Itapaci - GO ; GANZAROLI - 2019 - Prefeitura de Itapaci - GO - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
2544;Ano: 2020 Banca: CESPE / CEBRASPE Órgão: MPE-CE Prova: CESPE / CEBRASPE - 2020 - MPE-CE - Analista Ministerial - Serviço Social;A situação relatada por Carmem pode ser considerada como uma forma patrimonial de violência familiar contra Paula.;"Alternativas
Certo
Errado";2020;CESPE;MPE-CE ; CESPE / CEBRASPE - 2020 - MPE-CE - Analista Ministerial - Serviço Social;;;;;;;;;Analista Ministerial Serviço Social;1.0;0.0
2547;Ano: 2020 Banca: MPT Órgão: MPT Prova: MPT - 2020 - MPT - Procurador do Trabalho;Assinale a alternativa INCORRETA:;"Alternativas
A
“Fulano de Tal”, proprietário das empresas “X”, divulgou em suas redes sociais vídeo afirmando que “é um absurdo as empresas terem de adaptar seus estabelecimentos ao design (desenho) universal, tendo que colocar dispositivos de adaptação arquitetônica, decorrentes da Lei nº 13.146/2015, como, por exemplo, largura específica de portas, porque estas medidas os tornam feios, além do que as pessoas com deficiência são poucas, não têm potencial de consumo, não deveriam sair de casa e ainda atrapalham as vendas”. Esta declaração, hoje, pode ser tipificada como crime.
B
A “Lei Maria da Penha”, de combate à violência doméstica e familiar contra mulheres no Brasil, introduziu também o combate à misogenia difundida na rede mundial de computadores.
C
A Lei nº 11.340/2006 dispensa o requisito coabitação para configuração da relação íntima de afeto no qual o agressor conviva, ou tenha convivido com a pessoa ofendida, para fins de tipificação de violência doméstica e familiar contra a mulher.
D
São considerados crimes para a Lei Brasileira de Inclusão: negar matrícula a aluno em estabelecimento público ou privado de ensino em decorrência de sua deficiência, bem como negar ou obstar emprego, trabalho ou promoção à pessoa em razão de sua deficiência.";2020;MPT;MPT ; MPT - 2020 - MPT - Procurador do Trabalho;;;;;;;;;Procurador do Trabalho;0.0;0.0
2550;Ano: 2018 Banca: Quadrix Órgão: CRESS-PR Prova: Quadrix - 2018 - CRESS-PR - Agente Fiscal;"A trajetória histórica dos movimentos sociais e das lutas para a garantia de direitos de crianças, adolescentes, mulheres e idosos permitiu a criação de leis para esses públicos: o Estatuto da Criança e do Adolescente (ECA); o Estatuto do Idoso; e a Lei n.º 11.340/2006, conhecida como Lei Maria da Penha. Com base nessas legislações, julgue o item.




As instituições de longa permanência para idosos (ILPI), ou casa‐lar, poderão cobrar um valor monetário de até 70% do benefício previdenciário ou assistencial recebido pelo idoso pelos serviços prestados.";"Alternativas
Certo
Errado";2018;Quadrix;CRESS-PR ; Quadrix - 2018 - CRESS-PR - Agente Fiscal;;;;;;;;;Agente Fiscal;0.0;0.0
2553;Ano: 2018 Banca: VUNESP Órgão: Prefeitura de Araçatuba - SP Prova: VUNESP - 2018 - Prefeitura de Araçatuba - SP - Guarda Municipal;Nos termos da Lei n° 11.340/2006 (Lei Maria da Penha), as medidas protetivas de urgência poderão ser concedidas pelo;"Alternativas
A
Delegado de Polícia, a requerimento do Ministério Público ou a pedido da ofendida.
B
Juiz de ofício ou a requerimento do Ministério Público ou do Conselho de Defesa da Mulher.
C
Comandante da Guarda Municipal, mediante requisição do Ministério Público.
D
Promotor de Justiça, de ofício ou a pedido da ofendida.
E
Juiz, a requerimento do Ministério Público ou a pedido da ofendida.";2018;VUNESP;Prefeitura de Araçatuba - SP ; VUNESP - 2018 - Prefeitura de Araçatuba - SP - Guarda Municipal;;;;;;;;;Guarda Municipal;0.0;0.0
2556;Ano: 2017 Banca: VUNESP Órgão: Câmara de Porto Ferreira - SP Prova: VUNESP - 2017 - Câmara de Porto Ferreira - SP - Procurador Jurídico;Para a efetiva proteção da mulher contra a violência doméstica e familiar, é possível;"Alternativas
A
a manutenção do vínculo trabalhista, quando necessário o afastamento do local de trabalho, pelo tempo que for necessário.
B
fornecer transporte para a ofendida e seus dependentes para abrigo ou local seguro sempre que ela o requerer.
C
impedir que o ofensor frequente determinados lugares a fim de preservar a integridade física e psicológica da ofendida.
D
a decretação da prisão preventiva do agressor, de ofício ou a requerimento do Ministério Público, pelo prazo máximo de seis meses.
E
que a ofendida entregue ao agressor a notificação ou intimação, seja judicial ou policial, a fim de dar maior agilidade ao procedimento de apuração.";2017;VUNESP;Câmara de Porto Ferreira - SP ; VUNESP - 2017 - Câmara de Porto Ferreira - SP - Procurador Jurídico;;;;;;;;;Procurador Jurídico;0.0;0.0
2559;Ano: 2019 Banca: FUNDATEC Órgão: Prefeitura de Quaraí - RS Prova: FUNDATEC - 2019 - Prefeitura de Quaraí - RS - Técnico de Enfermagem;"


Leia o seguinte texto:





“No Carnaval de 2019, o Ministério da Mulher, da Família e dos Direitos Humanos lançou uma campanha de prevenção à violência contra a mulher. Sob o lema: Meu corpo não é sua fantasia, a proposta é promover orientação e segurança a mulheres que sofrerem violência durante o período de folia em todo o país.




Pela primeira vez, nesse carnaval, houve o amparo da vigência da Lei nº 13.718/2018, que criminaliza praticar contra alguém e sem a sua anuência ato libidinoso com o objetivo de satisfazer a própria lascívia ou a de terceiro.

(Fonte: agenciabrasil.ebc.com.br, 02/03/2019. Texto adaptado)




""Isso é bem aplicado no carnaval porque existem muitos casos de beijo forçado, aquela ""passada de mão"", aquela ""encoxada"", que são atos chamados de assédio. Até a criação dessa lei, havia um vácuo jurídico para enquadrar essas condutas, segundo advogada especialista em direito da mulher, em reportagem ao Brasil de Fato, em 26/02/2019”.




O texto acima trata da: ";"Alternativas
A
Alteração da Lei Maria da Penha.
B
Alteração do Código Penal incluindo a criminalização por feminicídio.
C
Alteração dos prazos de prescrição contra abusos sexuais cometidos contra crianças e adolescentes.
D
Lei de Importunação Sexual.
E
Tipificação de crimes cibernéticos no Brasil.";2019;FUNDATEC;Prefeitura de Quaraí - RS ; FUNDATEC - 2019 - Prefeitura de Quaraí - RS - Técnico de Enfermagem;;;;;;;;;Técnico de Enfermagem;0.0;0.0
2562;Ano: 2018 Banca: INSTITUTO AOCP Órgão: ITEP - RN Prova: INSTITUTO AOCP - 2018 - ITEP - RN - Perito Criminal - Psicologia;"Constatada a prática da violência doméstica e familiar contra a mulher, estão especificamente entre as condutas proibidas para o agressor, imputadas pela autoridade judicial:
";"Alternativas
A
a prestação de alimentos provisórios.
B
o contato com a ofendida, seus familiares e testemunhas por qualquer meio de comunicação.
C
o afastamento do lar, domicílio ou local de convivência com a ofendida.
D
a suspensão da posse do porte de armas.
E
a suspensão de visitas aos dependentes menores.";2018;INSTITUTO;ITEP - RN ; INSTITUTO AOCP - 2018 - ITEP - RN - Perito Criminal - Psicologia;;;;;;;;;Perito Criminal Psicologia;0.0;0.0
2565;Ano: 2017 Banca: VUNESP Órgão: TJ-SP;A Lei nº 11.340/2006, conhecida como “Lei Maria da Penha”, tem como objetivo coibir a violência doméstica e familiar contra a mulher e representa um grande avanço na proteção às diferentes formas de violência presentes na vida da mulher brasileira. No atendimento à mulher em situação de violência doméstica e familiar, conforme estabelece o artigo 11, inciso V, a autoridade policial deverá, entre outras providências,;"Alternativas
A
encaminhar a vítima à sua família de origem para garantia de sua proteção.
B
retirar o agressor da moradia comum.
C
monitorar sua rotina diária como medida de segurança.
D
informar à ofendida os direitos a ela conferidos e os serviços disponíveis.
E
assegurar as condições para sua alimentação ainda que ela exerça atividade laboral.";2017;VUNESP;TJ-SP; TJ-SP;['artigo 11', 'artigo 11, inciso'];;['artigo 11', 'artigo 11, inciso'];['11'];;;;['inciso v', ' v, '];;0.0;1.0
2568;Ano: 2018 Banca: Quadrix Órgão: CRESS-PR;"A trajetória histórica dos movimentos sociais e das lutas para a garantia de direitos de crianças, adolescentes, mulheres e idosos permitiu a criação de leis para esses públicos: o Estatuto da Criança e do Adolescente (ECA); o Estatuto do Idoso; e a Lei n.º 11.340/2006, conhecida como Lei Maria da Penha. Com base nessas legislações, julgue o item.   O ECA declara que é direito da criança e do adolescente a convivência familiar e comunitária. Visando a essa máxima, determina que toda criança e todo adolescente que esteja em uma instituição de acolhimento ou em programa de acolhimento familiar tenha sua situação reavaliada por autoridade judiciária, no máximo, a cada seis meses. ";"Alternativas
Certo
Errado";2018;Quadrix;CRESS-PR; CRESS-PR;;;;;;;;;;0.0;0.0
2571;Ano: 2018 Banca: Quadrix Órgão: CRESS-PR;"A trajetória histórica dos movimentos sociais e das lutas para a garantia de direitos de crianças, adolescentes, mulheres e idosos permitiu a criação de leis para esses públicos: o Estatuto da Criança e do Adolescente (ECA); o Estatuto do Idoso; e a Lei n.º 11.340/2006, conhecida como Lei Maria da Penha. Com base nessas legislações, julgue o item.   É obrigatória a permanência de um acompanhante para prestar assistência ao idoso internado ou em observação, devendo o hospital proporcionar as condições adequadas para sua permanência. ";"Alternativas
Certo
Errado";2018;Quadrix;CRESS-PR; CRESS-PR;;;;;;;;;;0.0;0.0
2574;Ano: 2019 Banca: IBADE Órgão: DEPASA - AC Prova: IBADE - 2019 - DEPASA - AC - Assistente Social;"As discussões em torno do que, no âmbito do Serviço Social, se convencionou chamar de ""sistema sócio jurídico"", são relativamente recentes e datam do ano de 2001. Neste campo de atuação, o assistente social se depara com a violência contra a mulher. A Lei Maria da Penha - Lei n°11.340/2006 e Lei n°13.827/2019 – traz uma série de inovações. Neste sentido, dentre estas inovações, destaca-se a (o):
";"Alternativas
A
criação dos Juizados de Violência Doméstica e Familiar contra a Mulher.
B
relaxamento da prisão preventiva do agressor.
C
inclusão da mulher nos programas de assistência social.
D
ampliação das penas pecuniárias ao agressor.
E
credenciamento das ONGs como instituições prioritárias no atendimento à violência doméstica.";2019;IBADE;DEPASA - AC ; IBADE - 2019 - DEPASA - AC - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
2577;Ano: 2018 Banca: PUC-PR Órgão: Prefeitura de Fazenda Rio Grande - PR;A Lei Maria da Penha, em seu Art. 12, afirma que “Em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial adotar, de imediato, os seguintes procedimentos, sem prejuízo daqueles previstos no Código de Processo Penal.” Assinale a alternativa que não seja de responsabilidade policial no atendimento de mulheres vítimas de violência.;"Alternativas
A
Ordenar a identificação do agressor e fazer juntar aos autos sua folha de antecedentes criminais, indicando a existência de mandado de prisão ou registro de outras ocorrências policiais contra ele.
B
Colher todas as provas que servirem para o esclarecimento do fato e de suas circunstâncias.
C
Remeter, no prazo de 48 (quarenta e oito) horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência.
D
Determinar que se proceda ao exame de corpo de delito da ofendida e requisitar outros exames periciais necessários.
E
Promover programas educacionais que disseminem valores éticos de irrestrito respeito à dignidade da pessoa humana com a perspectiva de gênero e de raça ou etnia.";2018;PUC-PR;Prefeitura de Fazenda Rio Grande - PR; Prefeitura de Fazenda Rio Grande - PR;['art 12', 'art 12, afirma'];;['art 12', 'art 12, afirma'];['12'];;;;;;0.0;1.0
