;enunciado;options;ano;banca;orgao;prova
2613;"Leia as afirmativas a seguir:
I. Aos pais é dispensado o dever de sustento, guarda e educação dos filhos menores, não cabendo-lhes a obrigação de cumprir e fazer cumprir as determinações judiciais. II. Destruir ou danificar floresta considerada de preservação permanente, mesmo que em formação, ou utilizá-la com infringência das normas de proteção, é crime sujeito a pena de detenção, de um a três anos, ou multa, ou ambas as penas cumulativamente. Se o crime for culposo, a pena será reduzida à metade.
Marque a alternativa CORRETA:";[];2018;ADM&TEC;Prefeitura de Cupira - PE ; ADM&TEC - 2018 - Prefeitura de Cupira - PE - Guarda Municipal
2614;Sobre o Estatuto da Criança e do Adolescente (Lei nº 8.069/1990), assinale a alternativa INCORRETA:;[];2019;FAU;IF-PR ; FAU - 2019 - IF-PR - Professor - Psicologia
2615;"Sobre o Estatuto da Criança e do Adolescente, Lei nº 8069/1990, analise as afirmativas abaixo e identifique as corretas:




I- É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais.
II- É dever do Estado assegurar à criança e ao adolescente ensino fundamental, obrigatório e gratuito, exclusivamente para os que estiverem na faixa etária de 0 a 16 anos.
III- A criança e o adolescente têm o direito de ser respeitado por seus educadores.
IV- É dever da instituição de ensino, clubes e agremiações recreativas e de estabelecimentos congêneres assegurar medidas de conscientização, prevenção e enfrentamento ao uso ou dependência de drogas ilícitas. Assinale a alternativa correta:";[];2019;FURB;Prefeitura de Porto Belo - SC ; FURB - 2019 - Prefeitura de Porto Belo - SC - Professor - Inglês
2616;"Segundo o Estatuto da Criança e do Adolescente, os dirigentes de estabelecimentos de Ensino Fundamental comunicarão ao Conselho Tutelar os casos de:
I- Elevados níveis de repetência;
II- Brigas com contato físico entre adolescentes;
III- Maus-tratos envolvendo seus alunos;
IV- Gravidez na adolescência;
V- Reiteração de faltas injustificadas e de evasão escolar, esgotados os recursos escolares.
Dos itens acima:";[];2019;ADVISE;Prefeitura de Juarez Távora - PB ; ADVISE - 2019 - Prefeitura de Juarez Távora - PB - Pedagogo
2617;Considerando a Lei da Primeira Infância, assinale a alternativa INCORRETA:;[];2019;FAUEL;Prefeitura de Jandaia do Sul - PR ; FAUEL - 2019 - Prefeitura de Jandaia do Sul - PR - Educador Social
2618;"O Estatuto da Criança e do Adolescente - ECA (Lei 8.069/90) é um conjunto de leis específicas para cuidar das pessoas menores de 18 anos que vivem no Brasil. O ECA prevê proteção integral às crianças e adolescentes brasileiros, estabelecendo os direitos e deveres do Estado e dos cidadãos responsáveis pelos mesmos. Para tanto, a importância do conteúdo do ECA deve ser conhecida pelas crianças e adolescentes, de forma a construir uma sociedade mais justa e igualitária. Assim, todos reconhecem seus direitos e deveres e podem lutar por eles. Dentre os diretos e deveres reconhecidos pelo ECA, no Capítulo I (Disposições Gerais), Artigo 98: As medidas de proteção à criança e ao adolescente são aplicáveis sempre que os direitos reconhecidos nesta lei forem ameaçados ou violados:
I. Por ação ou omissão da sociedade ou do Estado. II. Por falta, omissão ou abuso dos pais ou responsável. III. Em razão de sua conduta.
É CORRETO o que se afirma em:";[];2019;FAUEL;Prefeitura de Jandaia do Sul - PR ; FAUEL - 2019 - Prefeitura de Jandaia do Sul - PR - Professor de Educação Física
2619;Inaugura-se no Brasil uma nova percepção da infância e adolescência e o reconhecimento de sua cidadania, legitimada pela consolidação de uma legislação especial, por meio da promulgação da Lei Federal nº 8.069/90 – o Estatuto da Criança e do Adolescente. Fundamentado nos princípios da Convenção das Nações Unidas pelos Direitos da Criança, de 1959, e na Constituição Brasileira, o ECA representou uma mudança paradigmática no que se refere ao Direito Juvenil, legitimando, como princípio norteador do Novo Direito Juvenil Brasileiro,;[];2019;VUNESP;Prefeitura de Dois Córregos - SP ; VUNESP - 2019 - Prefeitura de Dois Córregos - SP - Assistente Social
2620;Assinale a alternativa que não corresponde ao previsto no Estatuto da Criança e do Adolescente – ECA (Lei nº 8.069/1990):;[];2019;AMAUC;Prefeitura de Itá - SC ; AMAUC - 2019 - Prefeitura de Itá - SC - Psicólogo
2621;"De acordo com seus conhecimentos sobre o Estatuto da Criança e Adolescente (ECA), analise as afirmações a seguir:
I. A medida aplicada ao adolescente levará em conta a sua capacidade de cumpri-la, as circunstâncias e a gravidade da infração. II. Apenas em situações estritas será admitida a prestação de trabalho forçado. III. Os adolescentes portadores de doença ou deficiência mental receberão tratamento individual e especializado, em local adequado às suas condições.
Sobre os itens acima podemos afirmar:";[];2020;GUALIMP;Prefeitura de Conceição de Macabu - RJ ; GUALIMP - 2020 - Prefeitura de Conceição de Macabu - RJ - Guarda Municipal
2622;Em conformidade com o Estatuto da Criança e do Adolescente, é proibido:;[];2019;GUALIMP;Prefeitura de Laje do Muriaé - RJ ; GUALIMP - 2019 - Prefeitura de Laje do Muriaé - RJ - Guarda Municipal
2623;O Estatuto da Criança e do Adolescente, Lei Nº 8.069, de 13 de julho de 1990, prevê que verificada a prática de ato infracional, a autoridade competente poderá aplicar ao adolescente medidas sócioeducativas. Por obrigação de reparar o dano compreende-se:;[];2019;GUALIMP;Prefeitura de Areal - RJ ; GUALIMP - 2019 - Prefeitura de Areal - RJ - Assistente Social
2624;"Leia as afirmativas a seguir:
I. A autoridade competente não pode obrigar o adolescente a reparar o dano quando verificada a prática do ato infracional. II. À luz da lei nº 8.069/90, considera-se ato infracional a conduta descrita como crime ou contravenção penal.
Marque a alternativa CORRETA:";[];2019;ADM&TEC;Prefeitura de Olivença - AL ; ADM&TEC - 2019 - Prefeitura de Olivença - AL - Guarda Municipal
2625;"Com relação a policiamento e fiscalização, julgue o item a seguir.




No caso de um policial rodoviário federal flagrar um adolescente cometendo ato infracional similar a uma infração penal de menor potencial ofensivo, não havendo a prática de violência ou grave ameaça à pessoa, deverá ser lavrado o boletim de ocorrência circunstanciado.
";[];2020;CESPE;PRF ; CESPE / CEBRASPE - 2020 - PRF - Policial Rodoviário Federal - Curso de Formação - 3ª Turma - 2ª Prova
2626;A legislação de proteção à criança e ao adolescente tem a preocupação de definir e caracterizar todos os agentes que possam proteger a criança e o adolescente em seus direitos. Assim, caracteriza a família como sendo “aquela que se estende para além da unidade pais e filhos ou da unidade do casal, formada por parentes próximos com os quais a criança ou adolescente convive e mantém vínculos de afinidade e afetividade”. Trata-se, nesse caso, da família;[];2020;VUNESP;EBSERH ; VUNESP - 2020 - EBSERH - Pedagogo
2627;Com base no Estatuto da Criança e do Adolescente (Lei n° 8.069/1990) a garantia de prioridade compreende:;[];2020;GUALIMP;Prefeitura de Conceição de Macabu - RJ ; GUALIMP - 2020 - Prefeitura de Conceição de Macabu - RJ - Médico Clínico Geral
2628;"A política de atendimento dos direitos da criança e do adolescente far-se-á através de um conjunto articulado de ações governamentais e não-governamentais, da União, dos Estados, do Distrito Federal e dos Municípios. São linhas de ação da política de atendimento:
I. Políticas sociais básicas. II. Políticas e programas de assistência social, em caráter supletivo, para aqueles que deles necessitem. III. Serviços especiais de prevenção e atendimento médico e psicossocial às vítimas de negligência, maus-tratos, exploração, abuso, crueldade e opressão. IV. Serviço de identificação e localização de pais, responsável, crianças e adolescentes desaparecidos.
Assinale a alternativa que apresenta a sequência correta:";[];2019;IESES;Prefeitura de Palhoça - SC ; IESES - 2019 - Prefeitura de Palhoça - SC - Enfermeiro
2629;"No que se refere ao dever do Estado previsto no Estatuto da Criança e do Adolescente, analise os itens a seguir e, ao final, assinale a alternativa correta:
I – Progressiva extensão da obrigatoriedade e gratuidade ao ensino superior. II – Atendimento no ensino fundamental, por meio de programas suplementares de material didático-escolar, transporte, alimentação e assistência à saúde. III – Acessos aos níveis mais elevados do ensino, da pesquisa e da criação artística, segundo a capacidade de cada um.";[];2020;Avança;Prefeitura de Louveira - SP ; Avança SP - 2020 - Prefeitura de Louveira - SP - Professor de Artes 
2630;Conforme a Lei nº 8.069/90, que dispõe sobre o Estatuto da Criança e do Adolescente – ECA, assinale a alternativa correta a respeito da adoção.;[];2020;Nosso;Prefeitura de Itanhaém - SP ; Nosso Rumo - 2020 - Prefeitura de Itanhaém - SP - Professor Substituto I
2631;De acordo com a Lei nº 8069/1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências, assinale a alternativa incorreta.;[];2019;Instituto;Prefeitura de Marilena - PR ; Instituto UniFil - 2019 - Prefeitura de Marilena - PR - Psicólogo
2632;"Leia as afirmativas a seguir:
I. À luz da lei 8.069/90, as crianças e os adolescentes têm primazia de receber proteção e socorro em circunstâncias de risco.
II. A poluição sonora é o excesso de ruídos que afeta a saúde física e mental da população. A poluição sonora é considerada crime ambiental.
Marque a alternativa CORRETA:";[];2019;ADM&TEC;Prefeitura de Sertânia - PE ; ADM&TEC - 2019 - Prefeitura de Sertânia - PE - Guarda Municipal
2633;"Sobre as atribuições do Conselho Tutelar dispostas na Lei nº 8.069/1990 (Estatuto da Criança e do Adolescente), analise as assertivas e assinale a alternativa correta.




I. Requisitar serviços públicos nas áreas de saúde, educação, serviço social, previdência, trabalho e segurança.

II. Representar junto à autoridade judiciária nos casos de descumprimento injustificado de suas deliberações.

III. Providenciar a medida estabelecida pela autoridade judiciária, dentre as previstas no art. 101, de I a VI, para o adolescente autor de ato infracional.

IV. Assessorar o Poder Executivo local na elaboração da proposta orçamentária para planos e programas de atendimento dos direitos da criança e do adolescente.
";[];2019;Instituto;Prefeitura de Marilena - PR ; Instituto UniFil - 2019 - Prefeitura de Marilena - PR - Assistente Social
2634;"Leia as afirmativas a seguir:
I. O Estatuto da Criança e do Adolescente (ECA), lei nº 8.069, de 13 de julho de 1990, enuncia os direitos e garantias das crianças e adolescentes, dentre os quais é possível citar a garantia de prioridade. Tal garantia, no contexto do ECA, compreende a primazia de receber proteção e socorro, em quaisquer circunstâncias, e a precedência de atendimento nos serviços públicos ou de relevância pública. II. O Estatuto da Criança e do Adolescente define a prestação de serviços comunitários como a realização de tarefas gratuitas de interesse geral, por período não excedente a seis meses, junto a entidades assistenciais, hospitais, escolas e outros estabelecimentos congêneres, bem como em programas comunitários ou governamentais.
Marque a alternativa CORRETA:";[];2020;ADM&TEC;Prefeitura de Pariconha - AL ; ADM&TEC - 2020 - Prefeitura de Pariconha - AL - Assistente Social
2635;Conforme a Lei nº 8.069/90, que dispõe sobre o Estatuto da Criança e do Adolescente – ECA, assinale a alternativa correta a respeito da adoção.;[];2020;Nosso;Prefeitura de Itanhaém - SP ; Nosso Rumo - 2020 - Prefeitura de Itanhaém - SP - Professor Substituto I
2636;De acordo com a Lei nº 8069/1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências, assinale a alternativa incorreta.;[];2019;Instituto;Prefeitura de Marilena - PR ; Instituto UniFil - 2019 - Prefeitura de Marilena - PR - Psicólogo
2637;"Leia as afirmativas a seguir:
I. À luz da lei 8.069/90, as crianças e os adolescentes têm primazia de receber proteção e socorro em circunstâncias de risco.
II. A poluição sonora é o excesso de ruídos que afeta a saúde física e mental da população. A poluição sonora é considerada crime ambiental.
Marque a alternativa CORRETA:";[];2019;ADM&TEC;Prefeitura de Sertânia - PE ; ADM&TEC - 2019 - Prefeitura de Sertânia - PE - Guarda Municipal
2638;"Sobre as atribuições do Conselho Tutelar dispostas na Lei nº 8.069/1990 (Estatuto da Criança e do Adolescente), analise as assertivas e assinale a alternativa correta.




I. Requisitar serviços públicos nas áreas de saúde, educação, serviço social, previdência, trabalho e segurança.

II. Representar junto à autoridade judiciária nos casos de descumprimento injustificado de suas deliberações.

III. Providenciar a medida estabelecida pela autoridade judiciária, dentre as previstas no art. 101, de I a VI, para o adolescente autor de ato infracional.

IV. Assessorar o Poder Executivo local na elaboração da proposta orçamentária para planos e programas de atendimento dos direitos da criança e do adolescente.
";[];2019;Instituto;Prefeitura de Marilena - PR ; Instituto UniFil - 2019 - Prefeitura de Marilena - PR - Assistente Social
2639;"Leia as afirmativas a seguir:
I. O Estatuto da Criança e do Adolescente (ECA), lei nº 8.069, de 13 de julho de 1990, enuncia os direitos e garantias das crianças e adolescentes, dentre os quais é possível citar a garantia de prioridade. Tal garantia, no contexto do ECA, compreende a primazia de receber proteção e socorro, em quaisquer circunstâncias, e a precedência de atendimento nos serviços públicos ou de relevância pública. II. O Estatuto da Criança e do Adolescente define a prestação de serviços comunitários como a realização de tarefas gratuitas de interesse geral, por período não excedente a seis meses, junto a entidades assistenciais, hospitais, escolas e outros estabelecimentos congêneres, bem como em programas comunitários ou governamentais.
Marque a alternativa CORRETA:";[];2020;ADM&TEC;Prefeitura de Pariconha - AL ; ADM&TEC - 2020 - Prefeitura de Pariconha - AL - Assistente Social
2640;"Leia as afirmativas a seguir:
I. Nenhuma criança pode viajar para fora da comarca onde reside sem estar acompanhada por ambos os pais, de acordo com o Estatuto da Criança e do Adolescente. II. Toda criança tem o direito de ser respeitada por seus educadores, de acordo com o Estatuto da Criança e do Adolescente.
Marque a alternativa CORRETA:";[];2020;ADM&TEC;Prefeitura de Pariconha - AL ; ADM&TEC - 2020 - Prefeitura de Pariconha - AL - Assistente Social
2641;"Leia as afirmativas a seguir:




I. É assegurado à criança o direito de ser respeitada por seus educadores na escola.

II. Compete aos órgãos e entidades executivos rodoviários dos municípios, no âmbito de sua circunscrição, fiscalizar, autuar e aplicar as penalidades e medidas administrativas cabíveis, relativas a infrações por excesso de peso, dimensões e lotação dos veículos, sendo-lhes vedado notificar e arrecadar as multas que aplicar.




Marque a alternativa CORRETA:";[];2020;ADM&TEC;Prefeitura de Pariconha - AL ; ADM&TEC - 2020 - Prefeitura de Pariconha - AL - Guarda Municipal
2642;"Leia as afirmativas a seguir:




I. É dever de todos prevenir a ocorrência de ameaça ou violação dos direitos da criança e do adolescente, apoiando e incentivando as práticas de resolução pacífica de conflitos que envolvam violência contra a criança e o adolescente.

II. Promover ou auxiliar a efetivação de ato destinado ao envio de criança ou adolescente para o exterior com inobservância das formalidades legais ou com o fito de obter lucro é crime, nos termos do Estatuto da Criança e do Adolescente.




Marque a alternativa CORRETA:";[];2020;ADM&TEC;Prefeitura de Pariconha - AL ; ADM&TEC - 2020 - Prefeitura de Pariconha - AL - Guarda Municipal
2643;"Em conformidade ao artigo 59 da Lei Federal nº 8.069/90, analise o fragmento que se segue.
“__________________________ estimulará/ão e facilitará/ão a destinação de recursos e espaços para programações culturais, esportivas e de lazer voltadas para a infância e a juventude.”
Assinale a alternativa que completa corretamente a lacuna desse fragmento.";[];2018;CONSESP;Prefeitura de Ouro Verde - SP ; CONSESP - 2018 - Prefeitura de Ouro Verde - SP - Professor de Ensino Fundamental II - História 
2644;"Em relação às medidas de proteção à criança e ao adolescente previstas no Estatuto da Criança e do Adolescente (ECA), avalie se os seguintes princípios que regem a aplicação de tais medidas são falsos (F) ou verdadeiros (V):




✓ condição da criança e do adolescente como sujeitos de direitos: crianças e adolescentes são os titulares dos direitos previstos nesta e em outras Leis, bem como na Constituição Federal.

✓ proteção integral e prioritária: a interpretação e aplicação de toda e qualquer norma contida nesta Lei deve ser voltada à proteção integral e prioritária dos direitos de que crianças e adolescentes são titulares.

✓ responsabilidade primária e solidária do poder público: a plena efetivação dos direitos assegurados a crianças e a adolescentes por esta Lei e pela Constituição Federal, salvo nos casos por esta expressamente ressalvados, é de responsabilidade primária e solidária das 3 (três) esferas de governo, sem prejuízo da municipalização do atendimento e da possibilidade da execução de programas por entidades não governamentais.

✓ interesse superior da criança e do adolescente: a intervenção deve atender prioritariamente aos interesses e direitos da criança e do adolescente, sem prejuízo da consideração que for devida a outros interesses legítimos no âmbito da pluralidade dos interesses presentes no caso concreto.




Os princípios elencados são respectivamente:";[];2016;BIO-RIO;Prefeitura de Mangaratiba - RJ ; BIO-RIO - 2016 - Prefeitura de Mangaratiba - RJ - Guarda Municipal
2645;Você tem um colega de trabalho que lhe pergunta se seu filho de 14 anos poderia trabalhar no turno da noite (período noturno). Você responde dizendo que, pela legislação relativa à criança e ao adolescente, é vedado o trabalho realizado:;[];2015;Fundação;Prefeitura de Canoas - RS ; Fundação La Salle - 2015 - Prefeitura de Canoas - RS - Guarda Municipal
2646;Assinale a alternativa abaixo que corresponde a uma das infrações administrativas, previstas no Estatuto da Criança e do Adolescente.;[];2015;Fundação;Prefeitura de Canoas - RS ; Fundação La Salle - 2015 - Prefeitura de Canoas - RS - Guarda Municipal
2647;"Acerca do Estatuto da Criança e do Adolescente (ECA), assinale a alternativa INCORRETA em relação a garantia de prioridade.
";[];2016;CPCON;Prefeitura de Soledade - PB ; CPCON - 2016 - Prefeitura de Soledade - PB - Assistente Social
2648;O ECA prevê que a Adoção de criança e adolescente reger-se-á de uma das seguintes formas. Assinale-a.;[];2017;CONSESP;Prefeitura de Parapuã - SP ; CONSESP - 2017 - Prefeitura de Parapuã - SP - Assistente Social
2649;Das medidas socioeducativas previstas no ECA, assinale a alternativa correta.;[];2017;CONSESP;Prefeitura de Parapuã - SP ; CONSESP - 2017 - Prefeitura de Parapuã - SP - Assistente Social
2650;O ECA prevê que a Adoção de criança e adolescente reger-se-á de uma das seguintes formas. Assinale-a.;[];2017;CONSESP;Prefeitura de Águas de Santa Bárbara - SP ; CONSESP - 2017 - Prefeitura de Águas de Santa Bárbara - SP - Assistente Social
2651;Considerando o Estatuo da Criança e do Adolescente – ECA, é CORRETO afirmar que;[];2017;CPCON;Prefeitura de Portalegre - RN ; CPCON - 2017 - Prefeitura de Portalegre - RN - Professor Pedagogo
2652;"Acerca do Estatuto da Criança e do Adolescente (ECA), assinale a alternativa INCORRETA em relação a garantia de prioridade.
";[];2016;CPCON;Prefeitura de Sapé - PB ; CPCON - 2016 - Prefeitura de Sapé - PB - Assistente Social
2653;"Toda criança e adolescente tem direito à educação, visando seu pleno desenvolvimento, preparando-o para o exercício da cidadania, onde são assegurados alguns direitos. Nesse sentido, analise as seguintes assertivas, assinalando V, se verdadeiras, ou F, se falsas.
( ) Igualdade de condições para o acesso e permanência na escola. ( ) Aceitar os critérios avaliativos da escola onde está estudando. ( ) Ser respeitado por seus educadores. ( ) Acesso à escola pública e gratuita próxima de sua residência.
A ordem correta de preenchimento dos parênteses, de cima para baixo, é:
";[];2015;FUNDATEC;Prefeitura de Gramado - RS ; FUNDATEC - 2015 - Prefeitura de Gramado - RS - Professor de História
2654;"O Art. 56, do Estatuto da Criança e do Adolescente, reza que os dirigentes de estabelecimentos de ensino fundamental comunicarão ao Conselho Tutelar os casos de:




1) elevados níveis de repetência;

2) maus-tratos envolvendo seus alunos;

3) reiteração de faltas injustificadas e de evasão escolar, esgotados os recursos escolares;

4) omissão no acompanhamento da aprendizagem dos alunos, por parte dos pais e/ou responsáveis.




Estão corretas, apenas:
";[];2019;COVEST-COPSET;UFPE ; COVEST-COPSET - 2019 - UFPE - Assistente de Alunos
2655;"No Estatuto da Criança e do Adolescente (ECA) encontram-se determinadas questões como os direitos fundamentais das crianças e dos adolescentes; as sanções, quando há o cometimento de ato infracional; quais órgãos devem prestar assistência; e, a tipificação de crimes contra criança. Em se tratando de um adolescente que pratica um ato infracional, assinale a alternativa referente à medida socioeducativa prevista no ECA que pode ser imputada.";[];2016;IDECAN;Prefeitura de Apiacá - ES ; IDECAN - 2016 - Prefeitura de Apiacá - ES - Pedagogo
2656;"O Estatuto da Criança e do Adolescente (Lei n. 8.069/1990) em seu Título VII, Capítulo I dispõe sobre crimes praticados contra a criança e o adolescente, por ação ou omissão, sem prejuízo do disposto na legislação penal.
Assinale a alternativa que apresenta uma ação que NÃO corresponde a um crime, mas sim a uma infração administrativa.";[];2017;Colégio;Colégio Pedro II ; Colégio Pedro II - 2017 - Colégio Pedro II - Assistente Social
2657;"A Parte Especial da Lei 8069/1990 trata da Política de Atendimento dos Direitos da Criança e do Adolescente. São linhas de ação da Política de Atendimento, definidas pela Lei:




1) políticas sociais básicas; serviços, programas, projetos e benefícios de assistência social de garantia de proteção social e de prevenção e redução de violações de direitos, seus agravamentos ou reincidências.

2) serviços especiais de prevenção e atendimento médico e psicossocial às vítimas de negligência, maus-tratos, exploração, abuso, crueldade e opressão; serviço de identificação e localização de pais, responsável, crianças e adolescentes desaparecidos.

3) políticas e programas de assistência social, em caráter supletivo, para aqueles que deles necessitem.

4) proteção jurídico-social por entidades de defesa dos direitos da criança e do adolescente; políticas e programas destinados a prevenir ou abreviar o período de afastamento do convívio familiar e a garantir o efetivo exercício do direito à convivência familiar de crianças e adolescentes.




Estão corretas, apenas:";[];2019;COVEST-COPSET;UFPB ; COVEST-COPSET - 2019 - UFPB - Assistente Social
2658;O Estatuto da Criança e do Adolescente, em seu Art. 18 B, define a aplicação de cinco medidas, nos casos de castigo físico ou tratamento cruel ou degradante contra crianças ou adolescentes. O órgão responsável por aplicar essas medidas é:;[];2019;COVEST-COPSET;UFPB ; COVEST-COPSET - 2019 - UFPB - Assistente Social
2659;J.,criança de 7 (sete) anos de idade, permaneceu sob os cuidados de Zenaide, sua avó materna, viúva, desde o falecimento dos pais, há 5 (cinco) anos, mostrando- -se plenamente ajustado ao lar familiar, bem constituído. Ajuizada ação de guarda, por Zenaide, com pedido de antecipação de tutela, o Juiz de Direito encaminhou os autos em vista ao Ministério Público, para manifestação inicial. Nos termos dos artigos 33 e seguintes do Estatuto da Criança e do Adolescente, assinale a ajustada manifestação ministerial.;[];2016;VUNESP;PPSA ; VUNESP - 2016 - PPSA - Assistente Jurídico
2660;Com relação ao direito fundamental de crianças e adolescentes à liberdade, ao respeito e à dignidade, como pessoas em desenvolvimento, previstos nos artigos 15 a 18 do Estatuto da Criança e do Adolescente, é correto afirmar que;[];2016;VUNESP;PPSA ; VUNESP - 2016 - PPSA - Assistente Jurídico
2661;Pode adotar:;[];2015;VUNESP;Prefeitura de Arujá - SP ; VUNESP - 2015 - Prefeitura de Arujá - SP - Assistente Jurídico
2662;M.D.V., de 15 anos, foi conduzido à Delegacia de Polícia do município de Arujá por policiais militares que o encontraram após relato e descrição feitos pela vítima de um roubo, que acabara de ocorrer, e pela testemunha que a acompanhava. Reconhecido o adolescente como autor do ato infracional e encontrados com ele o dinheiro subtraído e a arma utilizada na ação, foram todos apresentados à autoridade policial, que deverá;[];2015;VUNESP;Prefeitura de Arujá - SP ; VUNESP - 2015 - Prefeitura de Arujá - SP - Assistente Jurídico
2663;"Pedro Bernardino, dono de produtora de vídeos, dirigiu um filme que simulava cenas de sexo explícito onde atuou A.C.B, de 17 anos, devidamente autorizada pela mãe, Margarida dos Anjos. Antes mesmo da divulgação das imagens, ambos foram denunciados e processados pelo registro das imagens da adolescente. Considerando a situação exposta, e com base no Estatuto da Criança e do Adolescente, é correto afirmar que
";[];2015;VUNESP;Prefeitura de Arujá - SP ; VUNESP - 2015 - Prefeitura de Arujá - SP - Assistente Jurídico
2664;O Estatuto da Criança e do Adolescente (Lei nº 8.069/90) disciplina sobre os direitos de crianças e adolescentes no Brasil. De acordo com essa legislação, artigo 15 a criança e o adolescente têm direito à liberdade, ao respeito e a dignidade. Considere o disposto no artigo 16 e assinale a alternativa incorreta.;[];2019;IBFC;Prefeitura de Cruzeiro do Sul - AC ; IBFC - 2019 - Prefeitura de Cruzeiro do Sul - AC - Educador Social
2665;O Estatuto da Criança e do Adolescente garante proteção integral aos menores de 18 anos, tratando-os como cidadãos com direitos e deveres. Dentre os aspectos não estabelecidos pelo Estatuto, encontra-se a instituição de:;[];2005;Prefeitura;Prefeitura de Rio de Janeiro - RJ ; Prefeitura do Rio de Janeiro - RJ - 2005 - Prefeitura de Rio de Janeiro - RJ - Assistente Técnico-Administrativo
2666;"De acordo com a Lei nº 12.594/2012, a medida socioeducativa será declarada extinta pela:
I. Realização de sua finalidade. II. Morte do adolescente. III. Condição de doença grave, que torne o adolescente incapaz de submeter-se ao cumprimento da medida.

Estão CORRETOS:";[];2019;OBJETIVA;Prefeitura de Antônio Olinto - PR ; OBJETIVA - 2019 - Prefeitura de Antônio Olinto - PR - Assistente Social
2667;"Em conformidade com a Lei nº 12.594/2012, a execução das medidas socioeducativas reger-se-á por alguns princípios:
I. Máxima intervenção para a realização dos objetivos da medida. II. Individualização, considerando-se a idade, capacidades e circunstâncias pessoais do adolescente. III. Excepcionalidade da intervenção judicial e da imposição de medidas, favorecendo-se meios de autocomposição de conflitos.

Estão CORRETOS:";[];2019;OBJETIVA;Prefeitura de Antônio Olinto - PR ; OBJETIVA - 2019 - Prefeitura de Antônio Olinto - PR - Assistente Social
2668;Aplicadas pelo Conselho Tutelar ou pela autoridade judiciária, as medidas de proteção têm por objetivos o restabelecimento e a garantia do pleno exercício do direito da criança e do adolescente. Conforme previsto no artigo 99 do ECA, é correto afirmar que as medidas específicas de proteção poderão ser aplicadas;[];2016;VUNESP;Prefeitura de Sertãozinho - SP ; VUNESP - 2016 - Prefeitura de Sertãozinho - SP - Cuidador Social
2669;O Estatuto da Criança e do Adolescente, Lei n° 8.069, de 13 de julho de 1990, dispõe em seu art. 4o: “É dever da família, da comunidade, da sociedade em geral e do Poder Público assegurar, com absoluta prioridade, a efetivação dos direitos referentes à vida, à saúde, à alimentação, à educação, ao esporte, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária”. Em Parágrafo único dá compreensão a citada “garantia de prioridade”. Assinale a alternativa que NÃO se encontra incluída neste Parágrafo único.;[];2015;FUNCAB;Prefeitura de Porto Velho - RO ; FUNCAB - 2015 - Prefeitura de Porto Velho - RO - Cuidador Social
2670;"Segundo a Lei nº 8.069/1990 - ECA, em relação à adoção, analisar os itens abaixo:




I. Serão cadastrados para adoção recém-nascidos e crianças acolhidas não procuradas por suas famílias no prazo de 30 dias, contado a partir do dia do acolhimento.

II. Pessoas jurídicas podem apadrinhar criança ou adolescente a fim de colaborar para o seu desenvolvimento.";[];2019;OBJETIVA;Prefeitura de Viadutos - RS ; OBJETIVA - 2019 - Prefeitura de Viadutos - RS - Médico
2671;Conforme o Art. 10 da Lei nº 8.069/1990 (ECA), os hospitais e demais estabelecimentos de atenção à saúde de gestantes, públicos e particulares, têm algumas obrigações, EXCETO:;[];2019;FUNDATEC;Prefeitura de São Borja - RS ; FUNDATEC - 2019 - Prefeitura de São Borja - RS - Assistente Social
2672;O Estatuto da Criança e do Adolescente (ECA) estabelece direitos à vida, à educação, ao respeito, à profissionalização, à convivência familiar e comunitária, entre outros, para esse segmento etário. O objetivo estatutário é a proteção dos menores de 18 anos, proporcionando a eles um desenvolvimento físico, mental, moral e social condizentes com os princípios constitucionais da liberdade e da dignidade, preparando para a vida adulta em sociedade. O ECA também aborda questões relativas à política de atendimento e as medidas: específicas de proteção, pertinentes aos pais ou responsável e as;[];2020;VUNESP;EBSERH ; VUNESP - 2020 - EBSERH - Assistente Social
2673;Nos termos do Estatuto da Criança e do Adolescente, à ocorrência de ato infracional praticado por criança, verificada pela autoridade judiciária competente, poderá ser-lhe aplicada a seguinte medida:;[];2014;UFGD;Prefeitura de Senador Canedo - GO ; UFGD - 2014 - Prefeitura de Senador Canedo - GO - Guarda Municipal
2674;O Estatuto da Criança e do Adolescente estabelece deveres e obrigações aos pais e responsáveis, à sociedade e ao Estado, para que promovam a garantia dos direitos e a proteção devida à pessoa em desenvolvimento. Segundo esse estatuto, a;[];2014;UFGD;Prefeitura de Senador Canedo - GO ; UFGD - 2014 - Prefeitura de Senador Canedo - GO - Guarda Municipal
2675;"Segundo a Lei nº 8.069/1990 - ECA, em relação à adoção, analisar os itens abaixo:
I. Serão cadastrados para adoção recém-nascidos e crianças acolhidas não procuradas por suas famílias no prazo de 30 dias, contado a partir do dia do acolhimento. II. Pessoas jurídicas podem apadrinhar criança ou adolescente a fim de colaborar para o seu desenvolvimento.";[];2019;OBJETIVA;Prefeitura de Viadutos - RS ; OBJETIVA - 2019 - Prefeitura de Viadutos - RS - Enfermeiro PSF
